Profile Name,Start Time,Duration,Attributes,Title,Supplemental Video Type,Device Type,Bookmark,Latest Bookmark,Country
Nuno,2019-03-09 19:06:44,00:12:00,Autoplayed: user action: Unspecified; ,Friends: Temporada 1: Aquele com o cara chapado (Episódio 15),,Samsung 2015 NT14M DTV Smart TV,00:22:43,00:22:43,BR (Brazil)
Nuno,2019-03-09 19:03:30,00:00:40,,RuPaul's Drag Race: Temporada 9: Ai minha Santa Gaga! (Episódio 1),,Samsung 2015 NT14M DTV Smart TV,00:00:40,00:00:40,BR (Brazil)
Nuno,2019-03-09 19:00:53,00:01:52,,RuPaul's Drag Race: Temporada 8: A bicha perfeita (Episódio 2),,Samsung 2015 NT14M DTV Smart TV,00:01:52,00:01:52,BR (Brazil)
Nuno,2019-03-09 04:01:04,00:10:05,,Friends: Temporada 1: Aquele com o cara chapado (Episódio 15),,Samsung 2015 NT14M DTV Smart TV,00:10:43,Not latest view,BR (Brazil)
Nuno,2019-03-09 03:38:25,00:01:22,,Friends: Temporada 1: Aquele dos corações doces (Episódio 14),,Samsung 2015 NT14M DTV Smart TV,00:01:50,00:01:50,BR (Brazil)
Nuno,2019-03-09 03:16:12,00:22:04,,Friends: Temporada 1: Aquele dos seios (Episódio 13),,Samsung 2015 NT14M DTV Smart TV,00:22:43,00:22:43,BR (Brazil)
Nuno,2019-03-09 02:53:20,00:22:43,Autoplayed: user action: None; ,Friends: Temporada 1: Aquele com uma dúzia de lasanhas (Episódio 12),,Samsung 2015 NT14M DTV Smart TV,00:22:43,Not latest view,BR (Brazil)
Nuno,2019-03-09 02:51:33,00:01:20,Autoplayed: user action: Unspecified; ,Friends: Temporada 1: Aquele com a Senhora Bing (Episódio 11),,Samsung 2015 NT14M DTV Smart TV,00:22:42,Not latest view,BR (Brazil)
Nuno,2019-03-08 03:58:13,00:20:44,,Friends: Temporada 1: Aquele com a Senhora Bing (Episódio 11),,Samsung 2015 NT14M DTV Smart TV,00:21:22,Not latest view,BR (Brazil)
Nuno,2019-03-08 03:35:57,00:22:05,,Friends: Temporada 1: Aquele com o macaco (Episódio 10),,Samsung 2015 NT14M DTV Smart TV,00:22:42,Not latest view,BR (Brazil)
Nuno,2019-03-08 03:19:34,00:16:12,Autoplayed: user action: Unspecified; ,Friends: Temporada 1: Aquele em que o Vira-lata escapa (Episódio 9),,Samsung 2015 NT14M DTV Smart TV,00:22:42,Not latest view,BR (Brazil)
Nuno,2019-03-07 03:50:07,00:05:53,,Friends: Temporada 1: Aquele em que o Vira-lata escapa (Episódio 9),,Samsung 2015 NT14M DTV Smart TV,00:06:31,Not latest view,BR (Brazil)
Nuno,2019-03-07 03:27:52,00:22:03,,Friends: Temporada 1: Aquele em que a Vovó morre duas vezes (Episódio 8),,Samsung 2015 NT14M DTV Smart TV,00:22:40,Not latest view,BR (Brazil)
Nuno,2019-03-07 03:05:30,00:22:03,,Friends: Temporada 1: Aquele com o blecaute (Episódio 7),,Samsung 2015 NT14M DTV Smart TV,00:22:30,Not latest view,BR (Brazil)
Nuno,2019-03-07 02:45:13,00:20:02,,Friends: Temporada 1: Aquele com o traseiro (Episódio 6),,Samsung 2015 NT14M DTV Smart TV,00:20:43,00:20:43,BR (Brazil)
Nuno,2019-03-07 02:18:18,00:22:39,,Friends: Temporada 1: Aquele com o sabão em pó da Alemanha Oriental (Episódio 5),,Samsung 2015 NT14M DTV Smart TV,00:22:39,Not latest view,BR (Brazil)
Nuno,2019-03-07 01:55:56,00:22:05,,Friends: Temporada 1: Aquele com George Stephanopoulos (Episódio 4),,Samsung 2015 NT14M DTV Smart TV,00:22:42,Not latest view,BR (Brazil)
Nuno,2019-03-07 01:33:22,00:22:14,,Friends: Temporada 1: Aquele com o dedão (Episódio 3),,Samsung 2015 NT14M DTV Smart TV,00:22:47,Not latest view,BR (Brazil)
Nuno,2019-03-07 01:10:37,00:22:10,,Friends: Temporada 1: Aquele com o ultrassom no final (Episódio 2),,Samsung 2015 NT14M DTV Smart TV,00:22:47,Not latest view,BR (Brazil)
Nuno,2019-03-07 00:38:23,00:22:03,,Friends: Temporada 1: Aquele onde tudo começou (Episódio 1),,Samsung 2015 NT14M DTV Smart TV,00:22:44,Not latest view,BR (Brazil)
Nuno,2019-03-06 23:51:40,00:26:22,Autoplayed: user action: Unspecified; ,One Strange Rock: Temporada 1: Tempestade (Episódio 2),,Samsung 2015 NT14M DTV Smart TV,00:26:22,Not latest view,BR (Brazil)
Nuno,2019-03-06 23:17:59,00:30:53,Autoplayed: user action: Unspecified; ,One Strange Rock: Temporada 1: Suspiro (Episódio 1),,Samsung 2015 NT14M DTV Smart TV,00:47:08,00:47:08,BR (Brazil)
Nuno,2019-03-06 16:59:03,00:16:16,Autoplayed: user action: Unspecified; ,One Strange Rock: Temporada 1: Suspiro (Episódio 1),,Samsung 2015 NT14M DTV Smart TV,00:16:16,Not latest view,BR (Brazil)
Nuno,2019-03-05 20:02:55,00:42:01,,Família ao Resgate: Temporada 1: Papai sabe das coisas (Episódio 10),,Samsung 2015 NT14M DTV Smart TV,00:42:37,00:42:37,BR (Brazil)
Nuno,2019-03-05 19:18:34,00:42:37,Autoplayed: user action: Unspecified; ,Família ao Resgate: Temporada 1: Acorde (Episódio 9),,Samsung 2015 NT14M DTV Smart TV,00:42:21,00:42:21,BR (Brazil)
Nuno,2019-03-05 18:00:20,00:42:00,Autoplayed: user action: Unspecified; ,Família ao Resgate: Temporada 1: O urso (Episódio 8),,Samsung 2015 NT14M DTV Smart TV,00:42:33,00:42:33,BR (Brazil)
Nuno,2019-03-04 20:58:13,00:42:29,,Família ao Resgate: Temporada 1: Uma linha divisória (Episódio 7),,Samsung 2015 NT14M DTV Smart TV,00:42:33,00:42:33,BR (Brazil)
Nuno,2019-03-04 20:15:54,00:42:04,Autoplayed: user action: Unspecified; ,Família ao Resgate: Temporada 1: As pequenas coisas (Episódio 6),,Samsung 2015 NT14M DTV Smart TV,00:42:35,00:42:35,BR (Brazil)
Nuno,2019-03-04 19:33:34,00:42:04,Autoplayed: user action: Unspecified; ,Família ao Resgate: Temporada 1: Daqui a um ano (Episódio 5),,Samsung 2015 NT14M DTV Smart TV,00:42:36,00:42:36,BR (Brazil)
Nuno,2019-03-04 14:05:40,00:42:07,Autoplayed: user action: Unspecified; ,Família ao Resgate: Temporada 1: D-U-A-L-I-D-A-D-E (Episódio 4),,Samsung 2015 NT14M DTV Smart TV,00:42:35,00:42:35,BR (Brazil)
Nuno,2019-03-04 13:16:09,00:42:01,Autoplayed: user action: Unspecified; ,Família ao Resgate: Temporada 1: As coisas da Sarah (Episódio 3),,Samsung 2015 NT14M DTV Smart TV,00:42:31,00:42:31,BR (Brazil)
Nuno,2019-03-03 04:09:49,00:56:33,Autoplayed: user action: Unspecified; ,Sex Education: Temporada 1: Episódio 8 (Episódio 8),,Samsung 2015 NT14M DTV Smart TV,00:51:36,00:51:36,BR (Brazil)
Nuno,2019-03-03 03:19:37,00:49:58,Autoplayed: user action: None; ,Sex Education: Temporada 1: Episódio 7 (Episódio 7),,Samsung 2015 NT14M DTV Smart TV,00:50:04,00:50:04,BR (Brazil)
Nuno,2019-03-03 02:20:20,00:47:47,,Sex Education: Temporada 1: Episódio 6 (Episódio 6),,Samsung 2015 NT14M DTV Smart TV,00:48:06,00:48:06,BR (Brazil)
Nuno,2019-03-03 02:19:25,00:00:19,,Sex Education: Temporada 1: Episódio 6 (Episódio 6),,Samsung 2015 NT14M DTV Smart TV,00:00:19,Not latest view,BR (Brazil)
Nuno,2019-03-03 00:02:49,01:10:51,Autoplayed: user action: None; ,O Estranho Mundo de Jack,,Samsung 2015 NT14M DTV Smart TV,01:12:14,01:12:14,BR (Brazil)
Nuno,2019-03-03 00:00:46,00:01:27,Autoplayed: user action: Unspecified; ,O Estranho Mundo de Jack,,Samsung 2015 NT14M DTV Smart TV,00:01:23,Not latest view,BR (Brazil)
Nuno,2019-03-02 20:42:42,00:41:58,Autoplayed: user action: Unspecified; ,Família ao Resgate: Temporada 1: Fazer uma limonada do limão (Episódio 2),,Samsung 2015 NT14M DTV Smart TV,00:42:35,00:42:35,BR (Brazil)
Nuno,2019-03-02 19:59:11,00:43:21,Autoplayed: user action: Unspecified; ,Família ao Resgate: Temporada 1: O que tiver que acontecer (Episódio 1),,Samsung 2015 NT14M DTV Smart TV,00:43:21,00:43:21,BR (Brazil)
Nuno,2019-03-02 02:44:45,00:13:31,Autoplayed: user action: Unspecified; ,O Fotógrafo de Mauthausen,,Samsung 2015 NT14M DTV Smart TV,00:13:31,00:13:31,BR (Brazil)
Nuno,2019-03-01 03:57:11,00:25:00,Autoplayed: user action: None; ,One Day at a Time: Temporada 3: Benefício com amigos (Episódio 3),,Samsung 2015 NT14M DTV Smart TV,00:25:04,00:25:04,BR (Brazil)
Nuno,2019-03-01 03:33:52,00:23:08,Autoplayed: user action: None; ,One Day at a Time: Temporada 3: Lá fora (Episódio 2),,Samsung 2015 NT14M DTV Smart TV,00:23:12,00:23:12,BR (Brazil)
Nuno,2019-03-01 03:08:46,00:24:55,,One Day at a Time: Temporada 3: O enterro (Episódio 1),,Samsung 2015 NT14M DTV Smart TV,00:24:55,00:24:55,BR (Brazil)
Nuno,2019-03-01 02:49:04,00:16:24,Autoplayed: user action: Unspecified; ,A Noite de 12 Anos,,Samsung 2015 NT14M DTV Smart TV,01:55:10,01:55:10,BR (Brazil)
Nuno,2019-02-28 21:35:06,00:03:48,,A Noite de 12 Anos,,Apple iPhone 7 (GSM),01:38:47,Not latest view,BR (Brazil)
Nuno,2019-02-28 21:29:56,00:00:30,,A Noite de 12 Anos,,Apple iPhone 7 (GSM),01:34:59,Not latest view,BR (Brazil)
Nuno,2019-02-28 20:14:51,00:27:58,,A Noite de 12 Anos,,Apple iPhone 7 (GSM),01:34:29,Not latest view,BR (Brazil)
Nuno,2019-02-28 02:14:00,01:02:12,Autoplayed: user action: Unspecified; ,A Noite de 12 Anos,,Samsung 2015 NT14M DTV Smart TV,01:06:28,Not latest view,BR (Brazil)
Nuno,2019-02-28 01:01:44,00:04:16,Autoplayed: user action: Unspecified; ,A Noite de 12 Anos,,Samsung 2015 NT14M DTV Smart TV,00:04:16,Not latest view,BR (Brazil)
Nuno,2019-02-28 00:08:35,00:45:58,Autoplayed: user action: Unspecified; ,The Umbrella Academy: Temporada 1: O violino branco (Episódio 10),,Samsung 2015 NT14M DTV Smart TV,00:45:58,00:45:58,BR (Brazil)
Nuno,2019-02-28 00:07:38,00:00:41,Autoplayed: user action: Unspecified; ,ROMA,,Samsung 2015 NT14M DTV Smart TV,00:00:31,00:00:31,BR (Brazil)
Nuno,2019-02-27 23:48:21,00:18:25,Autoplayed: user action: Unspecified; ,The Umbrella Academy: Temporada 1: Mudanças (Episódio 9),,Samsung 2015 NT14M DTV Smart TV,00:43:33,00:43:33,BR (Brazil)
Nuno,2019-02-27 21:38:03,00:18:06,Autoplayed: user action: Unspecified; ,The Umbrella Academy: Temporada 1: Mudanças (Episódio 9),,Samsung 2015 NT14M DTV Smart TV,00:25:09,Not latest view,BR (Brazil)
Nuno,2019-02-27 05:08:23,00:06:55,Autoplayed: user action: None; ,The Umbrella Academy: Temporada 1: Mudanças (Episódio 9),,Samsung 2015 NT14M DTV Smart TV,00:07:03,Not latest view,BR (Brazil)
Nuno,2019-02-27 04:47:41,00:20:32,Autoplayed: user action: Unspecified; ,The Umbrella Academy: Temporada 1: Ouvi um boato (Episódio 8),,Samsung 2015 NT14M DTV Smart TV,00:50:02,00:50:02,BR (Brazil)
Nuno,2019-02-26 01:52:37,00:29:27,Autoplayed: user action: Unspecified; ,The Umbrella Academy: Temporada 1: Ouvi um boato (Episódio 8),,Samsung 2015 NT14M DTV Smart TV,00:29:31,Not latest view,BR (Brazil)
Nuno,2019-02-26 00:48:36,00:54:53,Autoplayed: user action: Unspecified; ,The Umbrella Academy: Temporada 1: O dia que aconteceu (Episódio 7),,Samsung 2015 NT14M DTV Smart TV,00:54:57,00:54:57,BR (Brazil)
Nuno,2019-02-26 00:10:02,00:37:25,Autoplayed: user action: Unspecified; ,The Umbrella Academy: Temporada 1: O dia que não aconteceu (Episódio 6),,Samsung 2015 NT14M DTV Smart TV,00:56:13,00:56:13,BR (Brazil)
Nuno,2019-02-25 01:06:02,00:27:15,Autoplayed: user action: None; ,The Umbrella Academy: Temporada 1: O dia que não aconteceu (Episódio 6),,Samsung 2015 NT14M DTV Smart TV,00:27:23,Not latest view,BR (Brazil)
Nuno,2019-02-25 00:07:44,00:58:11,,The Umbrella Academy: Temporada 1: Número Cinco (Episódio 5),,Samsung 2015 NT14M DTV Smart TV,00:58:19,00:58:19,BR (Brazil)
Nuno,2019-02-24 22:57:05,00:54:50,,The Umbrella Academy: Temporada 1: Sentado na Lua (Episódio 4),,Samsung 2015 NT14M DTV Smart TV,00:54:58,00:54:58,BR (Brazil)
Nuno,2019-02-24 21:28:53,00:54:24,,The Umbrella Academy: Temporada 1: Comum (só que não) (Episódio 3),,Samsung 2015 NT14M DTV Smart TV,00:54:32,00:54:32,BR (Brazil)
Nuno,2019-02-24 20:21:08,00:55:28,,"The Umbrella Academy: Temporada 1: Corre, cara, corre (Episódio 2)",,Samsung 2015 NT14M DTV Smart TV,00:55:38,00:55:38,BR (Brazil)
Nuno,2019-02-24 19:12:55,00:57:23,Autoplayed: user action: Unspecified; ,The Umbrella Academy: Temporada 1: A gente só se encontra em casamentos e funerais (Episódio 1),,Samsung 2015 NT14M DTV Smart TV,00:57:26,00:57:26,BR (Brazil)
Nuno,2019-02-08 15:58:26,00:00:54,,Power Rangers Ninja Steel: Temporada 1: Presto Mágico (Episódio 4),,Apple TV 3 (revised),00:00:54,00:00:54,BR (Brazil)
Nuno,2019-01-25 12:07:42,00:23:23,,Power Rangers Ninja Steel: Temporada 1: Vivendo e aprendendo (Episódio 3),,Apple TV 3 (revised),00:23:23,00:23:23,BR (Brazil)
Nuno,2019-01-25 11:44:15,00:23:23,,Power Rangers Ninja Steel: Temporada 1: Forjado em aço (Episódio 2),,Apple TV 3 (revised),00:23:23,00:23:23,BR (Brazil)
Nuno,2019-01-25 11:20:48,00:23:23,,Power Rangers Ninja Steel: Temporada 1: O retorno do Prisma Nexus Ninja (Episódio 1),,Apple TV 3 (revised),00:23:23,00:23:23,BR (Brazil)
Nuno,2018-11-21 01:08:51,00:00:05,Autoplayed: user action: None; ,Vai Anitta: Temporada 1: Episódio 1 (Episódio 1),,Samsung 2015 NT14M DTV Smart TV,00:00:05,00:00:05,BR (Brazil)
Nuno,2018-11-09 17:58:12,00:21:51,,Super Drags: Temporada 1: Hora do Lipsync (Episódio 1),,Apple TV 3 (revised),00:21:50,00:21:50,BR (Brazil)
Nuno,2018-11-04 18:29:55,00:00:03,,"Hannah Montana: Temporada 1: Lilly, quer saber um segredo? (Episódio 1)",,Apple iPhone 8 Plus (GSM),00:00:04,00:00:04,BR (Brazil)
Nuno,2018-10-20 23:47:29,01:43:03,Autoplayed: user action: Unspecified; ,Curtindo a Vida Adoidado,,Samsung 2015 NT14M DTV Smart TV,01:43:03,01:43:03,BR (Brazil)
Nuno,2018-10-19 23:30:16,00:15:42,,A Bizarra Confeitaria de Christine McConnell: Temporada 1: Presentes caseiros para vizinhos xeretas (Episódio 2),,Google Chromecast streaming stick,00:16:26,00:16:26,BR (Brazil)
Nuno,2018-10-19 23:04:53,00:25:10,,A Bizarra Confeitaria de Christine McConnell: Temporada 1: Lanche para as visitas (Episódio 1),,Google Chromecast streaming stick,00:25:50,00:25:50,BR (Brazil)
Nuno,2018-10-19 23:03:45,00:00:42,Autoplayed: user action: User_Interaction; ,A Bizarra Confeitaria de Christine McConnell: Temporada 1: Lanche para as visitas (Episódio 1),,Netflix Chrome MAC (Cadmium) HTML 5,00:00:38,Not latest view,BR (Brazil)
Nuno,2018-10-04 20:52:51,00:00:03,,Maniac: Minissérie: Sérios problemas de estrutura (Episódio 6),,Safari MAC (Cadmium),00:00:11,00:00:11,BR (Brazil)
Nuno,2018-08-19 00:45:54,00:53:20,Autoplayed: user action: None; ,Perdidos no Espaço: Temporada 1: Infestação (Episódio 3),,Samsung 2015 NT14M DTV Smart TV,00:53:24,00:53:24,BR (Brazil)
Nuno,2018-08-19 00:27:07,00:18:22,Autoplayed: user action: Unspecified; ,Perdidos no Espaço: Temporada 1: Diamantes no céu (Episódio 2),,Samsung 2015 NT14M DTV Smart TV,00:53:45,00:53:45,BR (Brazil)
Nuno,2018-08-10 21:14:53,00:35:13,,Perdidos no Espaço: Temporada 1: Diamantes no céu (Episódio 2),,Safari MAC (Cadmium),00:35:23,Not latest view,GB (United Kingdom)
Nuno,2018-08-10 20:30:41,00:42:02,Autoplayed: user action: User_Interaction; ,Perdidos no Espaço: Temporada 1: Impacto (Episódio 1),,Safari MAC (Cadmium),01:00:51,01:00:51,GB (United Kingdom)
Nuno,2018-08-10 15:30:30,00:21:22,,Friends: Temporada 6: Aquele em que Joey perde o seguro (Episódio 4),,Safari MAC (Cadmium),00:21:48,Not latest view,GB (United Kingdom)
Nuno,2018-08-10 15:08:34,00:21:53,,Friends: Temporada 6: Aquele com a negação do Ross (Episódio 3),,Safari MAC (Cadmium),00:21:53,Not latest view,GB (United Kingdom)
Nuno,2018-08-10 14:46:50,00:21:37,Autoplayed: user action: User_Interaction; ,Friends: Temporada 6: Aquele em que Ross abraça Rachel (Episódio 2),,Safari MAC (Cadmium),00:21:54,Not latest view,GB (United Kingdom)
Nuno,2018-08-10 10:58:14,00:18:50,Autoplayed: user action: User_Interaction; ,Perdidos no Espaço: Temporada 1: Impacto (Episódio 1),,Safari MAC (Cadmium),00:18:50,Not latest view,GB (United Kingdom)
Nuno,2018-07-31 17:56:50,00:00:03,,As Épicas Aventuras do Capitão Cueca: Temporada 1: Capitão Cueca e os flatos frenéticos do Fundilho Fabuloso (Episódio 1),,Apple iPhone 8 (GSM),00:00:04,00:00:04,IS (Iceland)
Nuno,2018-06-06 00:14:56,00:05:12,,Abstract: The Art of Design: Temporada 1: Christoph Niemann: ilustrador (Episódio 1),,Sony PS4,00:05:12,00:05:12,BR (Brazil)
Nuno,2018-06-06 00:13:34,00:00:03,Autoplayed: user action: None; ,Unbreakable Kimmy Schmidt: Temporada 1: Kimmy respira ar fresco! (Episódio 1),,Sony PS4,00:01:46,00:01:46,BR (Brazil)
Nuno,2018-06-03 19:26:46,00:30:07,Autoplayed: user action: Unspecified; ,Unbreakable Kimmy Schmidt: Temporada 4: Kimmy encontra uma velha amiga (Episódio 6),,Samsung 2015 NT14M DTV Smart TV,00:30:37,00:30:37,BR (Brazil)
Nuno,2018-06-03 18:59:12,00:27:25,Autoplayed: user action: Unspecified; ,Unbreakable Kimmy Schmidt: Temporada 4: Kimmy e a Feera (Episódio 5),,Samsung 2015 NT14M DTV Smart TV,00:27:52,00:27:52,BR (Brazil)
Nuno,2018-06-03 18:32:54,00:26:10,Autoplayed: user action: Unspecified; ,Unbreakable Kimmy Schmidt: Temporada 4: Kimmy destrói o paradigma (Episódio 4),,Samsung 2015 NT14M DTV Smart TV,00:26:38,00:26:38,BR (Brazil)
Nuno,2018-06-03 18:22:12,00:10:02,Autoplayed: user action: Unspecified; ,Unbreakable Kimmy Schmidt: Temporada 4: Kimmy e o documentário sobre o baladeiro (Episódio 3),,Samsung 2015 NT14M DTV Smart TV,00:31:07,00:31:07,BR (Brazil)
Nuno,2018-06-02 18:00:19,00:21:02,,Unbreakable Kimmy Schmidt: Temporada 4: Kimmy e o documentário sobre o baladeiro (Episódio 3),,Samsung 2015 NT14M DTV Smart TV,00:21:06,Not latest view,BR (Brazil)
Nuno,2018-06-02 17:21:29,00:25:07,Autoplayed: user action: Unspecified; ,Unbreakable Kimmy Schmidt: Temporada 4: Kimmy tem o fim de semana livre (Episódio 2),,Samsung 2015 NT14M DTV Smart TV,00:25:49,00:25:49,BR (Brazil)
Nuno,2018-06-02 02:18:10,01:39:24,Autoplayed: user action: Unspecified; ,Kiki - Os Segredos do Desejo,,Samsung 2015 NT14M DTV Smart TV,01:39:24,01:39:24,BR (Brazil)
Nuno,2018-06-02 01:26:48,00:24:06,,Unbreakable Kimmy Schmidt: Temporada 4: Kimmy é... uma garotinha na cidade grande (Episódio 1),,Samsung 2015 NT14M DTV Smart TV,00:24:27,00:24:27,BR (Brazil)
Nuno,2018-06-02 01:24:06,00:00:02,Autoplayed: user action: None; ,Unbreakable Kimmy Schmidt: Temporada 1: Kimmy respira ar fresco! (Episódio 1),,Samsung 2015 NT14M DTV Smart TV,00:01:43,Not latest view,BR (Brazil)
Nuno,2018-06-02 01:22:34,00:01:06,,Unbreakable Kimmy Schmidt: Temporada 1: Kimmy respira ar fresco! (Episódio 1),,Samsung 2015 NT14M DTV Smart TV,00:01:44,Not latest view,BR (Brazil)
Nuno,2018-06-02 01:21:45,00:00:28,,Unbreakable Kimmy Schmidt: Temporada 1: Kimmy respira ar fresco! (Episódio 1),,Samsung 2015 NT14M DTV Smart TV,00:00:41,Not latest view,BR (Brazil)
Nuno,2018-06-01 04:03:45,00:52:38,Autoplayed: user action: Unspecified; ,Nossas Noites,,Samsung 2015 NT14M DTV Smart TV,00:52:38,00:52:38,BR (Brazil)
Nuno,2018-06-01 02:09:49,01:29:25,Autoplayed: user action: Unspecified; ,Ibiza: Tudo pelo DJ,,Samsung 2015 NT14M DTV Smart TV,01:29:25,01:29:25,BR (Brazil)
Nuno,2018-05-29 19:22:23,00:00:11,,Unbreakable Kimmy Schmidt: Temporada 1: Kimmy respira ar fresco! (Episódio 1),,Samsung 2015 NT14M DTV Smart TV,00:00:11,Not latest view,BR (Brazil)
Nuno,2018-05-24 21:47:14,00:05:10,,Cooked: Minissérie: Fogo (Episódio 1),,Apple TV 3 (revised),00:05:10,00:05:10,BR (Brazil)
Nuno,2018-05-24 21:35:24,00:06:44,,13 Reasons Why: Temporada 2: O sorriso nas docas (Episódio 6),,Apple TV 3 (revised),00:06:43,Not latest view,BR (Brazil)
Nuno,2018-05-21 22:17:59,00:53:39,,13 Reasons Why: Temporada 2: A máquina de giz (Episódio 5),,Sony PS4,00:53:39,Not latest view,BR (Brazil)
Nuno,2018-05-21 22:17:47,00:00:02,Autoplayed: user action: None; ,13 Reasons Why: Temporada 2: Vagabunda e bêbada (Episódio 3),,Sony PS4,00:02:56,Not latest view,BR (Brazil)
Nuno,2018-05-21 15:36:34,00:02:45,,13 Reasons Why: Temporada 2: Vagabunda e bêbada (Episódio 3),,Apple iPhone 7 (GSM),00:02:56,Not latest view,BR (Brazil)
Nuno,2018-05-17 17:14:52,00:00:32,,Safe: Temporada 1: Episódio 2 (Episódio 2),,Apple TV 3 (revised),00:00:31,00:00:31,BR (Brazil)
Nuno,2018-05-17 16:42:19,00:31:14,,Safe: Temporada 1: Episódio 1 (Episódio 1),,Apple TV 3 (revised),00:40:44,00:40:44,BR (Brazil)
Nuno,2018-05-17 16:29:06,00:09:37,,Safe: Temporada 1: Episódio 1 (Episódio 1),,Apple TV 3 (revised),00:09:37,Not latest view,BR (Brazil)
Nuno,2018-05-13 23:03:21,00:03:54,Autoplayed: user action: Unspecified; ,Everything Sucks!: Temporada 1: Será que é você que vai me salvar? (Episódio 2),,Sony PS4,00:03:59,00:03:59,BR (Brazil)
Nuno,2018-05-13 22:41:16,00:22:06,,Everything Sucks!: Temporada 1: Plutônio (Episódio 1),,Sony PS4,00:22:06,00:22:06,BR (Brazil)
Nuno,2018-05-13 22:40:03,00:00:32,Autoplayed: user action: None; ,Eastsiders: Temporada 1: Episódio 1 (Episódio 1),,Sony PS4,00:00:32,00:00:32,BR (Brazil)
Nuno,2018-05-13 21:30:37,00:28:38,Autoplayed: user action: Unspecified; ,Love: Temporada 1: O fim do começo (Episódio 10),,Sony PS4,00:31:32,00:31:32,BR (Brazil)
Nuno,2018-05-13 20:57:58,00:31:22,Autoplayed: user action: Unspecified; ,Unbreakable Kimmy Schmidt: Temporada 3: Kimmy morde cebolas! (Episódio 13),,Sony PS4,00:31:36,00:31:36,BR (Brazil)
Nuno,2018-05-13 20:57:40,00:00:05,Autoplayed: user action: Unspecified; ,Unbreakable Kimmy Schmidt: Temporada 3: Kimmy morde cebolas! (Episódio 13),,Sony PS4,00:00:05,Not latest view,BR (Brazil)
Nuno,2018-05-12 16:35:14,00:00:59,,Unbreakable Kimmy Schmidt: Temporada 3: Kimmy morde cebolas! (Episódio 13),,Apple iPhone 7 (GSM),00:01:32,Not latest view,BR (Brazil)
Nuno,2018-05-12 15:56:12,00:29:45,,Unbreakable Kimmy Schmidt: Temporada 3: Kimmy pega um bonde de problemas! (Episódio 12),,Apple iPhone 7 (GSM),00:30:03,00:30:03,BR (Brazil)
Nuno,2018-05-12 01:31:04,00:00:03,,Unbreakable Kimmy Schmidt: Temporada 3: Kimmy pega um bonde de problemas! (Episódio 12),,Sony PS4,00:00:08,Not latest view,BR (Brazil)
Nuno,2018-05-12 01:00:07,00:30:52,Autoplayed: user action: Unspecified; ,Unbreakable Kimmy Schmidt: Temporada 3: Kimmy dá um Google! (Episódio 11),,Sony PS4,00:31:16,00:31:16,BR (Brazil)
Nuno,2018-05-11 20:16:13,01:57:42,Autoplayed: user action: Unspecified; ,Jurassic World - O Mundo dos Dinossauros,,Sony PS4,01:57:42,01:57:42,BR (Brazil)
Nuno,2018-05-11 20:15:35,00:00:02,Autoplayed: user action: None; ,As Aventuras de Merlin: Temporada 1: O chamado do dragão (Episódio 1),,Sony PS4,00:00:02,00:00:02,BR (Brazil)
Nuno,2018-05-11 19:13:12,00:31:39,,Unbreakable Kimmy Schmidt: Temporada 3: Kimmy faz um grande assalto! (Episódio 10),,Sony PS4,00:32:07,00:32:07,BR (Brazil)
Nuno,2018-05-11 19:00:18,00:12:50,Autoplayed: user action: Unspecified; ,Unbreakable Kimmy Schmidt: Temporada 3: Kimmy vai à igreja! (Episódio 9),,Sony PS4,00:30:25,00:30:25,BR (Brazil)
Nuno,2018-05-11 16:11:40,00:17:08,,Unbreakable Kimmy Schmidt: Temporada 3: Kimmy vai à igreja! (Episódio 9),,Apple iPhone 7 (GSM),00:17:36,Not latest view,BR (Brazil)
Nuno,2018-05-11 15:53:53,00:00:07,Autoplayed: user action: Unspecified; ,Carros,,Sony PS4,00:00:07,00:00:07,BR (Brazil)
Nuno,2018-05-11 14:21:56,00:00:05,,Unbreakable Kimmy Schmidt: Temporada 3: Kimmy vai à igreja! (Episódio 9),,Netflix Firefox MAC (Cadmium) HTML 5,00:00:09,Not latest view,BR (Brazil)
Nuno,2018-05-11 13:59:49,00:22:05,Autoplayed: user action: User_Interaction; ,Unbreakable Kimmy Schmidt: Temporada 3: Kimmy resolve um quebra-cabeça! (Episódio 8),,Netflix Firefox MAC (Cadmium) HTML 5,00:30:33,00:30:33,BR (Brazil)
Nuno,2018-05-11 13:17:09,00:08:01,,Unbreakable Kimmy Schmidt: Temporada 3: Kimmy resolve um quebra-cabeça! (Episódio 8),,Apple iPhone 7 (GSM),00:08:29,Not latest view,BR (Brazil)
Nuno,2018-05-11 12:16:08,00:00:02,,Unbreakable Kimmy Schmidt: Temporada 3: Kimmy resolve um quebra-cabeça! (Episódio 8),,Apple iPhone 7 (GSM),00:00:08,Not latest view,BR (Brazil)
Nuno,2018-05-11 11:13:31,00:26:46,,Unbreakable Kimmy Schmidt: Temporada 3: Kimmy conhece o homem do tempo! (Episódio 7),,Apple iPhone 7 (GSM),00:26:41,00:26:41,BR (Brazil)
Nuno,2018-05-11 10:58:21,00:14:44,,Unbreakable Kimmy Schmidt: Temporada 3: Kimmy é feminista! (Episódio 6),,Apple iPhone 7 (GSM),00:29:25,00:29:25,BR (Brazil)
